[13:48:43:212500 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:43:213900 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:43:214600 12-06-2020][INFO] Configuracao inicializada 
[13:48:45:093400 12-06-2020][PROC] URL bruta '/dev/manutencao' 
[13:48:45:093900 12-06-2020][PROC] URL (fixed-A) '/dev/manutencao' 
[13:48:45:094300 12-06-2020][PROC] URL (fixed-B) '/manutencao' 
[13:48:45:095100 12-06-2020][PROC] URL bruta '/dev/models' 
[13:48:45:095600 12-06-2020][PROC] URL (fixed-A) '/dev/models' 
[13:48:45:095900 12-06-2020][PROC] URL (fixed-B) '/models' 
[13:48:45:096200 12-06-2020][PROC] URL bruta '/dev/models/initialize' 
[13:48:45:096500 12-06-2020][PROC] URL (fixed-A) '/dev/models/initialize' 
[13:48:45:096700 12-06-2020][PROC] URL (fixed-B) '/models/initialize' 
[13:48:45:097400 12-06-2020][PROC] URL bruta '/dev/modules' 
[13:48:45:097900 12-06-2020][PROC] URL (fixed-A) '/dev/modules' 
[13:48:45:098200 12-06-2020][PROC] URL (fixed-B) '/modules' 
[13:48:45:098500 12-06-2020][PROC] URL bruta '/dev/modules/:action/:key' 
[13:48:45:098800 12-06-2020][PROC] URL (fixed-A) '/dev/modules/:action/:key' 
[13:48:45:099100 12-06-2020][PROC] URL (fixed-B) '/modules/:action/:key' 
[13:48:45:100100 12-06-2020][PROC] URL bruta '/dev/repository' 
[13:48:45:100600 12-06-2020][PROC] URL (fixed-A) '/dev/repository' 
[13:48:45:100900 12-06-2020][PROC] URL (fixed-B) '/repository' 
[13:48:45:101200 12-06-2020][PROC] URL bruta '/dev/repository/:repository' 
[13:48:45:101500 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository' 
[13:48:45:101800 12-06-2020][PROC] URL (fixed-B) '/repository/:repository' 
[13:48:45:102200 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/view' 
[13:48:45:102600 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/view' 
[13:48:45:102900 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/view' 
[13:48:45:103200 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/delete' 
[13:48:45:103500 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/delete' 
[13:48:45:103800 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/delete' 
[13:48:45:104100 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/edit' 
[13:48:45:104400 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/edit' 
[13:48:45:104600 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:45:105000 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/edit' 
[13:48:45:105300 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/edit' 
[13:48:45:105600 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:45:105900 12-06-2020][PROC] URL bruta '/dev/repository/sheet/:repository' 
[13:48:45:106200 12-06-2020][PROC] URL (fixed-A) '/dev/repository/sheet/:repository' 
[13:48:45:106600 12-06-2020][PROC] URL (fixed-B) '/repository/sheet/:repository' 
[13:48:45:107400 12-06-2020][PROC] URL bruta '/dev/tools' 
[13:48:45:107800 12-06-2020][PROC] URL (fixed-A) '/dev/tools' 
[13:48:45:108500 12-06-2020][PROC] URL (fixed-B) '/tools' 
[13:48:45:109700 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:45:110100 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:45:110400 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:45:110700 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:45:110900 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:45:111200 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:45:112200 12-06-2020][PROC] URL bruta '/dev/tools/repository' 
[13:48:45:112800 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository' 
[13:48:45:113700 12-06-2020][PROC] URL (fixed-B) '/tools/repository' 
[13:48:45:114200 12-06-2020][PROC] URL bruta '/dev/tools/repository/save' 
[13:48:45:114500 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository/save' 
[13:48:45:114800 12-06-2020][PROC] URL (fixed-B) '/tools/repository/save' 
[13:48:45:115700 12-06-2020][PROC] URL bruta '/dev/users' 
[13:48:45:116100 12-06-2020][PROC] URL (fixed-A) '/dev/users' 
[13:48:45:116400 12-06-2020][PROC] URL (fixed-B) '/users' 
[13:48:45:116800 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:45:117000 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:45:117300 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:45:117600 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:45:117900 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:45:118200 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:45:118500 12-06-2020][PROC] URL bruta '/dev/users/:id' 
[13:48:45:118800 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id' 
[13:48:45:119100 12-06-2020][PROC] URL (fixed-B) '/users/:id' 
[13:48:45:119400 12-06-2020][PROC] URL bruta '/dev/users/:id/delete' 
[13:48:45:119700 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/delete' 
[13:48:45:120000 12-06-2020][PROC] URL (fixed-B) '/users/:id/delete' 
[13:48:45:120200 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:45:120600 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:45:120900 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:45:121200 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:45:121600 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:45:121900 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:45:122700 12-06-2020][PROC] URL bruta '/dev/zzz' 
[13:48:45:123100 12-06-2020][PROC] URL (fixed-A) '/dev/zzz' 
[13:48:45:123400 12-06-2020][PROC] URL (fixed-B) '/zzz' 
[13:48:45:124200 12-06-2020][PROC] URL bruta '/badge' 
[13:48:45:124900 12-06-2020][PROC] URL (fixed-A) '/badge' 
[13:48:45:125500 12-06-2020][PROC] URL (fixed-B) 'ge' 
[13:48:45:126000 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:45:126400 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:45:126800 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:45:127000 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:45:127500 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:45:127800 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:45:128600 12-06-2020][PROC] URL bruta '/404' 
[13:48:45:129000 12-06-2020][PROC] URL (fixed-A) '/404' 
[13:48:45:129300 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:45:130100 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:45:130600 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:45:131000 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:45:131400 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:45:131600 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:45:131900 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:45:132200 12-06-2020][PROC] URL bruta '/forgot/reset/:code' 
[13:48:45:132600 12-06-2020][PROC] URL (fixed-A) '/forgot/reset/:code' 
[13:48:45:132900 12-06-2020][PROC] URL (fixed-B) 'got/reset/:code' 
[13:48:45:133200 12-06-2020][PROC] URL bruta '/forgot/reset' 
[13:48:45:133400 12-06-2020][PROC] URL (fixed-A) '/forgot/reset' 
[13:48:45:133700 12-06-2020][PROC] URL (fixed-B) 'got/reset' 
[13:48:45:134400 12-06-2020][PROC] URL bruta '/' 
[13:48:45:134900 12-06-2020][PROC] URL (fixed-A) '/' 
[13:48:45:135200 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:45:135500 12-06-2020][PROC] URL bruta '/reset' 
[13:48:45:135800 12-06-2020][PROC] URL (fixed-A) '/reset' 
[13:48:45:136000 12-06-2020][PROC] URL (fixed-B) 'et' 
[13:48:45:136800 12-06-2020][PROC] URL bruta '/login' 
[13:48:45:137300 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:45:137600 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:45:137900 12-06-2020][PROC] URL bruta '/login' 
[13:48:45:138200 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:45:138500 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:45:138700 12-06-2020][PROC] URL bruta '/logout' 
[13:48:45:139000 12-06-2020][PROC] URL (fixed-A) '/logout' 
[13:48:45:139300 12-06-2020][PROC] URL (fixed-B) 'out' 
[13:48:45:140000 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:45:140500 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:45:140800 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:45:141700 12-06-2020][PROC] URL bruta '/clean' 
[13:48:45:142400 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:45:142800 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:45:143100 12-06-2020][PROC] URL bruta '/clean' 
[13:48:45:143400 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:45:144400 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:45:145400 12-06-2020][PROC] URL bruta '/compesa' 
[13:48:45:145800 12-06-2020][PROC] URL (fixed-A) '/compesa' 
[13:48:45:146000 12-06-2020][PROC] URL (fixed-B) 'pesa' 
[13:48:45:146900 12-06-2020][PROC] URL bruta '/rt' 
[13:48:45:147300 12-06-2020][PROC] URL (fixed-A) '/rt' 
[13:48:45:147700 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:45:148100 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:45:148500 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:45:148800 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:45:149000 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:45:149300 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:45:149700 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:45:149900 12-06-2020][PROC] URL bruta '/rt/covid19' 
[13:48:45:150200 12-06-2020][PROC] URL (fixed-A) '/rt/covid19' 
[13:48:45:150500 12-06-2020][PROC] URL (fixed-B) 'covid19' 
[13:48:45:150800 12-06-2020][PROC] URL bruta '/rt/covid19/links' 
[13:48:45:151100 12-06-2020][PROC] URL (fixed-A) '/rt/covid19/links' 
[13:48:45:151400 12-06-2020][PROC] URL (fixed-B) 'covid19/links' 
[13:48:45:152100 12-06-2020][PROC] URL bruta '/sigs' 
[13:48:45:152600 12-06-2020][PROC] URL (fixed-A) '/sigs' 
[13:48:45:152900 12-06-2020][PROC] URL (fixed-B) 's' 
[13:48:45:153800 12-06-2020][PROC] URL bruta '/sigs/sipac' 
[13:48:45:154200 12-06-2020][PROC] URL (fixed-A) '/sigs/sipac' 
[13:48:45:154700 12-06-2020][PROC] URL (fixed-B) 's/sipac' 
[13:48:45:155600 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:45:156000 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:45:156400 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:45:157400 12-06-2020][ERROR] Não foi possível encontrar uma rota para o endereço solicitado (/new/404). 
[13:48:45:158000 12-06-2020][INFO] Redirecionamento para página de erro (404) solicitado... 
[13:48:45:158500 12-06-2020][INFO] Redirecionamento via GET solicitado para '../new/404' 
[13:48:45:182500 12-06-2020][INFO] @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@ 
[13:48:45:183000 12-06-2020][INFO] Applicacao inicializada - application\core\Application::__construct 
[13:48:45:183300 12-06-2020][INFO] Configuracao inicializada 
[13:48:45:183600 12-06-2020][INFO] Constantes fundamentais registradas 
[13:48:45:184600 12-06-2020][INFO] Controladora mae inicializada - application\core\Controller::__construct 
[13:48:45:185600 12-06-2020][INFO] Controle de acesso inicializado - application\core\Access::__construct 
[13:48:45:186000 12-06-2020][INFO] Rota inicializado - application\core\Route::__construct 
[13:48:45:186300 12-06-2020][PROC] URL bruta '/new/404' 
[13:48:45:186600 12-06-2020][PROC] URL (fixed-A) '/new/404' 
[13:48:45:186900 12-06-2020][PROC] URL (fixed-B) '/404' 
[13:48:45:187800 12-06-2020][INFO] Parametros da Rota => method='GET' | raw_url='/new/404' | platform='' | url='/404' | parameters[0]='' | parameters[1]='404' 
[13:48:45:188200 12-06-2020][INFO] Execucao da aplicacao - application\core\Application::Run 
[13:48:45:188600 12-06-2020][INFO] Execucao da controladora mae - application\core\Controller::Run 
[13:48:45:189000 12-06-2020][INFO] URL (ROTA) SOLICITADA >>> '/404' <<< 
[13:48:45:203600 12-06-2020][INFO] Controladoras encontradas: 26 
[13:48:45:204500 12-06-2020][PROC] URL bruta '/admin' 
[13:48:45:205000 12-06-2020][PROC] URL (fixed-A) '/admin' 
[13:48:45:205800 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:45:207600 12-06-2020][PROC] URL bruta '/admin/users' 
[13:48:45:208500 12-06-2020][PROC] URL (fixed-A) '/admin/users' 
[13:48:45:208900 12-06-2020][PROC] URL (fixed-B) 'in/users' 
[13:48:45:209400 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:45:209700 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:45:210100 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:45:210500 12-06-2020][PROC] URL bruta '/admin/users/create' 
[13:48:45:211000 12-06-2020][PROC] URL (fixed-A) '/admin/users/create' 
[13:48:45:211400 12-06-2020][PROC] URL (fixed-B) 'in/users/create' 
[13:48:45:211800 12-06-2020][PROC] URL bruta '/admin/users/:id' 
[13:48:45:212100 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id' 
[13:48:45:212500 12-06-2020][PROC] URL (fixed-B) 'in/users/:id' 
[13:48:45:212900 12-06-2020][PROC] URL bruta '/admin/users/:id/delete' 
[13:48:45:213200 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/delete' 
[13:48:45:213600 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/delete' 
[13:48:45:214000 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:45:214400 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:45:214700 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
[13:48:45:215100 12-06-2020][PROC] URL bruta '/admin/users/:id/edit' 
[13:48:45:215500 12-06-2020][PROC] URL (fixed-A) '/admin/users/:id/edit' 
[13:48:45:215900 12-06-2020][PROC] URL (fixed-B) 'in/users/:id/edit' 
[13:48:45:216700 12-06-2020][PROC] URL bruta '/admin/zzz' 
[13:48:45:217200 12-06-2020][PROC] URL (fixed-A) '/admin/zzz' 
[13:48:45:217600 12-06-2020][PROC] URL (fixed-B) 'in/zzz' 
[13:48:45:218600 12-06-2020][PROC] URL bruta '/dev/docs' 
[13:48:45:219000 12-06-2020][PROC] URL (fixed-A) '/dev/docs' 
[13:48:45:219500 12-06-2020][PROC] URL (fixed-B) '/docs' 
[13:48:45:219800 12-06-2020][PROC] URL bruta '/dev/docs/:page' 
[13:48:45:220200 12-06-2020][PROC] URL (fixed-A) '/dev/docs/:page' 
[13:48:45:220500 12-06-2020][PROC] URL (fixed-B) '/docs/:page' 
[13:48:45:221400 12-06-2020][PROC] URL bruta '/dev' 
[13:48:45:221900 12-06-2020][PROC] URL (fixed-A) '/dev' 
[13:48:45:222200 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:45:223500 12-06-2020][PROC] URL bruta '/dev/manutencao' 
[13:48:45:224000 12-06-2020][PROC] URL (fixed-A) '/dev/manutencao' 
[13:48:45:224300 12-06-2020][PROC] URL (fixed-B) '/manutencao' 
[13:48:45:224900 12-06-2020][PROC] URL bruta '/dev/manutencao' 
[13:48:45:225500 12-06-2020][PROC] URL (fixed-A) '/dev/manutencao' 
[13:48:45:225800 12-06-2020][PROC] URL (fixed-B) '/manutencao' 
[13:48:45:226600 12-06-2020][PROC] URL bruta '/dev/models' 
[13:48:45:227000 12-06-2020][PROC] URL (fixed-A) '/dev/models' 
[13:48:45:227300 12-06-2020][PROC] URL (fixed-B) '/models' 
[13:48:45:227700 12-06-2020][PROC] URL bruta '/dev/models/initialize' 
[13:48:45:228000 12-06-2020][PROC] URL (fixed-A) '/dev/models/initialize' 
[13:48:45:228300 12-06-2020][PROC] URL (fixed-B) '/models/initialize' 
[13:48:45:229000 12-06-2020][PROC] URL bruta '/dev/modules' 
[13:48:45:229400 12-06-2020][PROC] URL (fixed-A) '/dev/modules' 
[13:48:45:229700 12-06-2020][PROC] URL (fixed-B) '/modules' 
[13:48:45:230000 12-06-2020][PROC] URL bruta '/dev/modules/:action/:key' 
[13:48:45:230300 12-06-2020][PROC] URL (fixed-A) '/dev/modules/:action/:key' 
[13:48:45:230600 12-06-2020][PROC] URL (fixed-B) '/modules/:action/:key' 
[13:48:45:231400 12-06-2020][PROC] URL bruta '/dev/repository' 
[13:48:45:231800 12-06-2020][PROC] URL (fixed-A) '/dev/repository' 
[13:48:45:232100 12-06-2020][PROC] URL (fixed-B) '/repository' 
[13:48:45:232500 12-06-2020][PROC] URL bruta '/dev/repository/:repository' 
[13:48:45:232800 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository' 
[13:48:45:233100 12-06-2020][PROC] URL (fixed-B) '/repository/:repository' 
[13:48:45:233300 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/view' 
[13:48:45:233600 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/view' 
[13:48:45:233900 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/view' 
[13:48:45:234200 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/delete' 
[13:48:45:234500 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/delete' 
[13:48:45:235000 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/delete' 
[13:48:45:235600 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/edit' 
[13:48:45:235900 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/edit' 
[13:48:45:236100 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:45:236500 12-06-2020][PROC] URL bruta '/dev/repository/:repository/:id/edit' 
[13:48:45:236900 12-06-2020][PROC] URL (fixed-A) '/dev/repository/:repository/:id/edit' 
[13:48:45:237400 12-06-2020][PROC] URL (fixed-B) '/repository/:repository/:id/edit' 
[13:48:45:237900 12-06-2020][PROC] URL bruta '/dev/repository/sheet/:repository' 
[13:48:45:238400 12-06-2020][PROC] URL (fixed-A) '/dev/repository/sheet/:repository' 
[13:48:45:238700 12-06-2020][PROC] URL (fixed-B) '/repository/sheet/:repository' 
[13:48:45:239400 12-06-2020][PROC] URL bruta '/dev/tools' 
[13:48:45:239800 12-06-2020][PROC] URL (fixed-A) '/dev/tools' 
[13:48:45:240100 12-06-2020][PROC] URL (fixed-B) '/tools' 
[13:48:45:240900 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:45:241500 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:45:242100 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:45:242800 12-06-2020][PROC] URL bruta '/dev/tools/modules' 
[13:48:45:243400 12-06-2020][PROC] URL (fixed-A) '/dev/tools/modules' 
[13:48:45:243900 12-06-2020][PROC] URL (fixed-B) '/tools/modules' 
[13:48:45:245100 12-06-2020][PROC] URL bruta '/dev/tools/repository' 
[13:48:45:245600 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository' 
[13:48:45:245800 12-06-2020][PROC] URL (fixed-B) '/tools/repository' 
[13:48:45:246200 12-06-2020][PROC] URL bruta '/dev/tools/repository/save' 
[13:48:45:246600 12-06-2020][PROC] URL (fixed-A) '/dev/tools/repository/save' 
[13:48:45:246900 12-06-2020][PROC] URL (fixed-B) '/tools/repository/save' 
[13:48:45:248000 12-06-2020][PROC] URL bruta '/dev/users' 
[13:48:45:248500 12-06-2020][PROC] URL (fixed-A) '/dev/users' 
[13:48:45:248900 12-06-2020][PROC] URL (fixed-B) '/users' 
[13:48:45:249300 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:45:249600 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:45:250000 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:45:250200 12-06-2020][PROC] URL bruta '/dev/users/create' 
[13:48:45:250500 12-06-2020][PROC] URL (fixed-A) '/dev/users/create' 
[13:48:45:250800 12-06-2020][PROC] URL (fixed-B) '/users/create' 
[13:48:45:251000 12-06-2020][PROC] URL bruta '/dev/users/:id' 
[13:48:45:251300 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id' 
[13:48:45:251600 12-06-2020][PROC] URL (fixed-B) '/users/:id' 
[13:48:45:251900 12-06-2020][PROC] URL bruta '/dev/users/:id/delete' 
[13:48:45:252200 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/delete' 
[13:48:45:252500 12-06-2020][PROC] URL (fixed-B) '/users/:id/delete' 
[13:48:45:252800 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:45:253100 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:45:253400 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:45:253700 12-06-2020][PROC] URL bruta '/dev/users/:id/edit' 
[13:48:45:253900 12-06-2020][PROC] URL (fixed-A) '/dev/users/:id/edit' 
[13:48:45:254200 12-06-2020][PROC] URL (fixed-B) '/users/:id/edit' 
[13:48:45:255100 12-06-2020][PROC] URL bruta '/dev/zzz' 
[13:48:45:255500 12-06-2020][PROC] URL (fixed-A) '/dev/zzz' 
[13:48:45:255800 12-06-2020][PROC] URL (fixed-B) '/zzz' 
[13:48:45:256600 12-06-2020][PROC] URL bruta '/badge' 
[13:48:45:257000 12-06-2020][PROC] URL (fixed-A) '/badge' 
[13:48:45:257300 12-06-2020][PROC] URL (fixed-B) 'ge' 
[13:48:45:257700 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:45:258300 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:45:258900 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:45:259300 12-06-2020][PROC] URL bruta '/badge/edit' 
[13:48:45:259600 12-06-2020][PROC] URL (fixed-A) '/badge/edit' 
[13:48:45:260000 12-06-2020][PROC] URL (fixed-B) 'ge/edit' 
[13:48:45:260700 12-06-2020][PROC] URL bruta '/404' 
[13:48:45:261100 12-06-2020][PROC] URL (fixed-A) '/404' 
[13:48:45:261400 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:45:262300 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:45:262700 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:45:263100 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:45:263500 12-06-2020][PROC] URL bruta '/forgot' 
[13:48:45:263800 12-06-2020][PROC] URL (fixed-A) '/forgot' 
[13:48:45:264000 12-06-2020][PROC] URL (fixed-B) 'got' 
[13:48:45:264300 12-06-2020][PROC] URL bruta '/forgot/reset/:code' 
[13:48:45:264600 12-06-2020][PROC] URL (fixed-A) '/forgot/reset/:code' 
[13:48:45:264900 12-06-2020][PROC] URL (fixed-B) 'got/reset/:code' 
[13:48:45:265100 12-06-2020][PROC] URL bruta '/forgot/reset' 
[13:48:45:265400 12-06-2020][PROC] URL (fixed-A) '/forgot/reset' 
[13:48:45:265700 12-06-2020][PROC] URL (fixed-B) 'got/reset' 
[13:48:45:266400 12-06-2020][PROC] URL bruta '/' 
[13:48:45:266800 12-06-2020][PROC] URL (fixed-A) '/' 
[13:48:45:267100 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:45:267500 12-06-2020][PROC] URL bruta '/reset' 
[13:48:45:268200 12-06-2020][PROC] URL (fixed-A) '/reset' 
[13:48:45:268900 12-06-2020][PROC] URL (fixed-B) 'et' 
[13:48:45:269800 12-06-2020][PROC] URL bruta '/login' 
[13:48:45:270200 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:45:270500 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:45:270800 12-06-2020][PROC] URL bruta '/login' 
[13:48:45:271100 12-06-2020][PROC] URL (fixed-A) '/login' 
[13:48:45:271400 12-06-2020][PROC] URL (fixed-B) 'in' 
[13:48:45:271700 12-06-2020][PROC] URL bruta '/logout' 
[13:48:45:272000 12-06-2020][PROC] URL (fixed-A) '/logout' 
[13:48:45:272300 12-06-2020][PROC] URL (fixed-B) 'out' 
[13:48:45:273100 12-06-2020][PROC] URL bruta '/zzz' 
[13:48:45:273500 12-06-2020][PROC] URL (fixed-A) '/zzz' 
[13:48:45:273800 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:45:274700 12-06-2020][PROC] URL bruta '/clean' 
[13:48:45:275400 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:45:275900 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:45:276300 12-06-2020][PROC] URL bruta '/clean' 
[13:48:45:276600 12-06-2020][PROC] URL (fixed-A) '/clean' 
[13:48:45:276900 12-06-2020][PROC] URL (fixed-B) 'an' 
[13:48:45:277700 12-06-2020][PROC] URL bruta '/compesa' 
[13:48:45:278100 12-06-2020][PROC] URL (fixed-A) '/compesa' 
[13:48:45:278500 12-06-2020][PROC] URL (fixed-B) 'pesa' 
[13:48:45:279300 12-06-2020][PROC] URL bruta '/rt' 
[13:48:45:279800 12-06-2020][PROC] URL (fixed-A) '/rt' 
[13:48:45:280100 12-06-2020][PROC] URL (fixed-B) '' 
[13:48:45:280400 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:45:280700 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:45:280900 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:45:281200 12-06-2020][PROC] URL bruta '/rt/search' 
[13:48:45:281500 12-06-2020][PROC] URL (fixed-A) '/rt/search' 
[13:48:45:281700 12-06-2020][PROC] URL (fixed-B) 'search' 
[13:48:45:282000 12-06-2020][PROC] URL bruta '/rt/covid19' 
[13:48:45:282300 12-06-2020][PROC] URL (fixed-A) '/rt/covid19' 
[13:48:45:282600 12-06-2020][PROC] URL (fixed-B) 'covid19' 
[13:48:45:282900 12-06-2020][PROC] URL bruta '/rt/covid19/links' 
